q46;q60;q66;q102;q117;q119;t102
5;1;2;1;3;7;1300
5;3;1;2;3;7;1300
8;2;2;1;0;0;1300
6;1;4;2;3;9;1300
10;1;2;2;3;10;1300
5;5;2;1;3;1;1300
4;1;8;2;3;8;1300
4;2;2;2;3;10;1300
6;2;1;2;3;5;1300
10;1;2;2;3;10;1300
5;1;2;2;3;8;1300
10;5;2;2;3;9;1300
4;1;5;2;3;10;1300
6;2;2;1;8;6;1300
8;1;5;2;3;7;1300
1;1;2;2;3;6;1300
77;1;3;2;3;0;1300
7;1;5;2;3;3;1300
5;2;8;1;3;1;1300
0;5;1;2;3;10;1300
7;1;4;1;3;6;1300
5;1;1;2;3;7;1300
3;1;3;1;0;2;1300
5;1;4;1;0;0;1300
7;1;2;1;3;10;1300
7;2;2;1;3;7;1300
77;4;5;2;3;7;1300
4;2;2;2;3;5;1300
7;5;1;2;3;10;1300
4;1;1;1;3;6;1300
0;1;2;2;3;1;1300
5;1;1;2;3;8;1300
5;1;1;2;3;9;1300
0;2;4;1;0;3;1300
5;2;2;2;3;7;1300
5;2;3;2;3;7;1300
88;8;8;1;3;5;1300
0;1;5;2;0;0;1300
8;2;1;2;3;8;1300
3;1;1;1;3;5;1300
5;8;1;2;3;10;1300
6;2;1;2;3;5;1300
7;2;4;2;3;7;1300
77;5;2;1;0;8;1300
8;1;5;2;3;7;1300
5;1;1;2;3;6;1300
10;4;4;2;3;10;1300
0;5;1;1;3;5;1300
5;2;2;2;3;7;1300
0;2;1;2;3;10;1300
10;1;1;2;3;10;1300
77;1;1;2;3;6;1300
6;2;3;2;3;7;1300
3;1;3;2;0;0;1300
4;1;2;1;3;0;1300
0;1;2;2;77;9;1300
10;2;4;1;3;10;1300
2;1;2;2;0;3;1300
6;2;2;2;3;4;1300
5;5;2;1;3;3;1300
2;2;2;1;3;10;1300
0;1;4;1;0;0;1300
4;1;2;1;3;6;1300
7;5;4;1;3;77;1300
6;4;2;1;3;3;1300
0;2;2;2;3;3;1300
5;1;2;2;3;7;1300
5;2;1;1;3;5;1300
5;2;2;2;3;8;1300
0;2;2;1;0;0;1300
5;2;4;2;0;0;1056
2;2;1;2;1;3;1056
5;1;4;2;0;2;1056
0;1;3;1;1;5;1056
0;1;5;1;1;4;1056
5;3;5;1;0;77;1056
1;2;4;2;1;5;1056
4;2;3;1;0;0;1056
88;5;3;2;1;1;1056
5;1;3;2;0;0;1056
88;3;2;1;88;77;1056
5;1;2;1;1;6;1056
5;1;1;2;1;5;1056
5;3;4;2;1;5;1056
1;1;5;2;1;4;1056
10;4;2;2;1;10;1056
8;1;8;2;0;0;1056
88;1;3;2;0;0;1056
7;2;2;2;1;8;1056
88;2;2;2;2;10;1056
0;1;5;2;0;0;1056
7;2;3;1;1;7;1056
0;1;2;2;0;0;1056
88;1;5;2;1;5;1056
5;8;8;1;0;7;1056
77;3;5;1;0;8;1056
4;2;2;1;0;0;1056
7;4;2;1;0;0;1056
5;4;2;1;0;0;1056
5;2;2;2;1;0;1056
5;1;2;1;1;6;1056
7;4;1;1;2;10;1056
7;2;4;1;0;2;1056
7;1;4;1;8;0;1056
5;2;8;2;77;77;1056
0;4;5;1;77;77;1056
10;3;5;2;1;8;1056
5;3;4;1;0;0;1056
5;1;5;2;0;0;1056
5;1;4;1;1;3;1056
4;1;4;2;0;0;1056
5;3;4;2;0;5;1056
3;2;4;1;77;77;1056
6;4;8;2;0;4;1056
0;5;1;1;1;8;1056
5;3;3;2;1;3;1056
7;2;5;2;1;6;1056
88;1;5;2;1;7;1056
5;1;2;1;1;5;1056
4;2;5;2;1;6;1056
5;2;2;2;0;5;1056
5;2;5;2;0;7;1056
9;4;1;1;5;10;1056
5;5;5;1;77;77;1056
3;1;3;1;1;3;1056
0;2;4;1;0;0;1056
3;2;3;1;0;2;1056
0;3;2;1;1;6;1056
5;1;2;1;0;2;1056
3;2;3;2;1;2;1056
8;1;5;2;0;0;1056
3;2;4;2;1;10;1056
4;3;2;1;0;4;1056
5;3;4;1;0;5;1056
77;1;1;1;1;8;1056
10;7;2;1;0;8;1056
4;1;3;1;0;5;1056
4;1;5;1;0;4;1056
88;1;1;2;0;88;1056
0;2;4;1;0;0;1056
4;8;8;1;1;88;1056
6;3;4;1;0;3;1056
3;2;4;1;1;7;1056
0;2;5;2;0;0;1056
5;5;1;1;1;10;1056
0;2;2;2;1;7;1056
0;1;4;2;1;3;1056
88;3;1;2;1;3;1056
4;2;2;1;1;4;1056
5;4;4;2;1;10;1056
0;2;2;1;88;88;1056
8;5;2;1;77;77;1056
88;1;5;2;1;5;1056
7;2;2;2;0;0;1056
7;2;4;2;1;6;1056
3;1;3;1;0;0;1056
5;3;2;1;4;5;1056
6;1;2;1;7;0;1056
4;3;3;1;5;4;1056
6;2;1;2;8;5;1056
4;1;5;1;0;5;1056
2;2;4;1;1;8;1056
0;2;2;1;1;5;1056
8;1;2;2;0;0;1056
5;2;5;2;1;4;1056
5;3;2;1;77;5;1056
2;1;2;2;8;8;1056
5;2;2;2;1;5;1056
10;3;5;2;0;0;1056
5;1;4;1;0;0;1056
3;1;5;1;0;0;1056
2;2;5;2;0;7;1056
6;1;5;2;2;1;1056
7;2;2;2;0;0;1056
10;3;3;1;0;5;1056
3;1;2;1;1;2;1056
4;1;5;2;0;2;1056
5;1;5;2;0;5;1056
7;2;4;1;0;2;1056
5;2;2;1;0;0;1056
7;8;4;2;6;4;1056
5;2;4;2;1;6;1056
9;1;2;2;0;0;1056
10;2;2;1;2;9;1056
5;2;4;2;0;0;1056
2;1;1;2;0;0;1056
5;4;2;1;0;0;1056
7;2;2;1;1;10;1056
0;2;1;1;0;2;1056
0;1;1;2;0;2;1056
7;5;5;1;1;9;1056
2;2;1;1;5;9;1056
2;1;5;1;0;0;1056
5;1;5;2;0;0;1056
8;4;2;2;88;88;1056
3;1;5;2;1;5;1056
8;2;2;2;0;6;1056
8;2;4;1;1;7;1056
4;1;4;1;0;2;1056
6;5;3;2;1;6;1056
5;7;1;2;1;4;1056
5;1;5;2;0;6;1056
5;2;3;1;0;0;1056
5;1;3;2;0;0;1056
88;2;4;2;0;0;1056
0;8;5;1;77;0;1056
5;1;4;1;1;8;1056
8;3;3;1;8;5;1056
5;3;3;1;0;3;1056
8;5;2;1;0;1;1056
8;2;4;1;1;8;1056
6;1;4;1;1;5;1056
10;2;5;1;1;7;1056
0;1;4;2;0;0;1056
10;2;2;2;0;4;1056
8;1;5;2;0;8;1056
4;4;2;1;0;0;1056
77;4;3;1;0;10;1056
3;3;1;1;77;77;1056
8;2;5;2;1;8;1056
5;3;3;1;77;0;1056
6;3;5;2;1;8;1056
4;2;4;1;0;0;1056
1;1;5;2;0;0;1056
6;1;3;1;0;0;1056
77;4;3;2;1;8;1056
2;1;1;1;0;0;1056
7;4;4;1;1;7;1056
5;1;1;2;1;9;1056
5;2;4;2;77;10;1056
3;1;3;1;77;77;1056
77;4;2;2;0;10;1056
10;2;2;1;0;0;1056
2;1;4;2;0;0;1056
4;2;3;1;0;3;1056
5;2;4;1;0;0;1056
6;1;4;1;1;8;1056
3;1;3;2;0;0;1056
5;1;5;2;1;2;1056
3;3;2;1;0;77;1056
5;4;2;2;0;7;1056
0;1;5;1;0;0;1056
2;1;3;2;0;0;1056
3;3;1;2;0;0;1056
6;2;4;2;0;0;1056
88;2;3;2;1;8;1056
4;1;5;2;1;3;1056
7;2;4;1;0;8;1056
5;2;4;1;1;2;1056
5;3;3;1;0;5;1056
1;1;2;2;0;0;1056
0;2;2;2;0;1;1056
5;3;7;2;2;5;1056
8;1;2;1;1;7;1056
77;2;2;2;1;7;1056
5;2;2;2;1;5;1056
2;2;5;1;0;0;1056
5;2;3;1;0;3;1056
5;5;1;2;5;10;1056
9;2;2;1;0;1;1056
5;1;1;2;0;0;1056
2;2;3;2;0;3;1056
0;4;2;2;5;10;1056
5;1;1;2;1;8;1056
88;4;1;2;5;9;1056
3;2;3;1;77;4;1056
5;1;4;2;1;5;1056
9;4;2;1;1;8;1056
2;1;2;2;1;5;1056
2;1;4;1;1;7;1056
6;5;8;1;1;7;1056
5;3;3;1;0;3;1056
5;1;3;1;0;10;1056
4;2;1;2;1;3;1056
4;1;2;2;1;5;1056
77;2;1;1;0;2;1056
3;4;4;1;77;77;1056
5;1;5;1;0;0;1056
5;2;2;1;0;0;1056
5;4;4;1;3;5;1056
7;3;3;1;1;4;1056
5;8;8;2;88;88;1056
7;2;2;1;5;10;1056
77;2;2;2;1;5;1056
6;1;2;1;1;3;1056
8;8;2;1;1;6;1056
8;8;1;2;1;4;1056
3;5;2;1;77;77;1056
4;4;4;2;0;0;1056
2;2;4;1;77;77;1056
4;1;4;1;2;4;1056
88;2;7;2;88;88;1056
6;2;2;1;0;0;1056
0;3;2;2;2;7;1056
0;1;4;2;1;7;1056
5;4;4;1;0;3;1056
5;4;3;1;0;5;1056
5;2;2;1;0;0;1056
5;2;3;2;0;5;1056
8;2;1;2;0;3;1056
9;2;3;1;8;2;1056
10;1;5;1;0;0;1056
6;1;5;2;2;8;1056
88;5;5;2;0;9;1056
5;1;1;2;5;7;1056
88;1;1;2;0;5;1056
5;1;5;2;0;0;1056
77;3;3;2;0;5;1056
4;1;3;2;8;5;1056
6;2;2;2;1;7;1056
5;5;3;2;0;9;1056
88;3;1;1;2;10;1056
8;4;4;1;0;0;1056
88;3;4;2;1;8;1056
7;4;5;2;0;5;1056
3;5;4;1;77;4;1056
4;1;5;2;1;4;1056
5;2;2;2;1;8;1056
88;4;2;2;5;8;1056
9;5;2;1;5;77;1056
0;1;1;2;77;77;1056
3;2;3;1;0;2;1056
9;1;5;2;2;6;1056
10;1;2;2;0;1;1056
8;1;1;1;1;9;1056
4;2;3;1;0;88;1056
5;2;4;2;1;5;1056
9;2;2;1;0;0;1056
0;4;4;1;0;4;1056
10;1;5;1;0;0;1056
6;3;3;2;5;2;1056
77;1;5;2;1;5;1056
5;1;4;2;1;7;1056
5;2;4;1;0;1;1056
0;2;2;2;1;6;1056
2;1;5;2;1;7;1056
3;2;2;1;8;3;1056
5;1;5;2;1;8;1056
2;2;4;1;0;1;1056
2;2;5;2;77;77;1056
4;2;4;1;0;0;1056
4;1;4;2;1;1;1056
5;2;2;2;1;7;1056
3;2;2;2;0;0;1056
8;2;4;1;88;6;1056
4;1;5;2;1;4;1056
5;2;2;2;0;1;1056
6;3;5;1;0;2;1056
88;5;1;2;8;9;1056
77;1;1;2;0;0;1056
5;2;3;2;5;8;1056
5;1;2;2;1;7;1056
1;2;4;1;0;0;1056
6;2;2;1;1;7;1056
7;4;2;1;0;0;1056
6;1;1;1;1;9;1056
5;1;2;1;5;7;1056
0;4;3;1;2;5;1056
10;1;5;1;0;0;1056
2;1;2;1;2;5;1056
8;1;1;1;0;1;1056
7;1;2;2;0;8;1056
88;8;2;2;77;88;1056
5;1;1;1;1;5;1056
5;2;4;2;1;7;1056
3;2;4;1;1;5;1056
8;1;5;1;1;7;1056
8;3;4;2;0;1;1056
3;2;2;2;0;2;1056
77;2;5;2;1;5;1056
5;1;4;2;0;1;1056
8;3;5;2;1;8;1056
5;2;1;1;1;10;1056
77;2;8;1;77;88;1056
3;7;2;2;0;5;1056
5;3;1;2;2;4;1056
5;2;2;1;1;6;1056
5;1;5;2;0;0;1056
5;4;4;1;0;0;1056
4;2;3;2;2;7;1056
7;2;2;1;0;2;1056
8;2;2;2;1;7;1056
4;1;4;1;1;5;1056
3;1;3;2;0;4;1056
2;4;2;1;0;0;1056
3;8;8;2;0;0;1056
5;2;4;1;77;77;1056
5;4;1;2;0;0;1056
4;2;2;2;0;4;1056
6;1;4;2;1;6;1056
5;2;4;2;0;0;1056
4;1;4;2;0;0;1056
3;1;5;2;8;8;1056
3;1;5;2;0;3;1056
5;2;2;1;0;0;1056
88;2;4;2;0;7;1056
7;3;2;1;0;2;1056
5;1;4;1;8;2;1056
9;1;8;1;1;5;1056
1;1;5;2;88;0;1056
88;2;5;2;7;3;1056
8;1;5;1;0;2;1056
3;1;4;2;1;6;1056
0;1;3;2;1;5;1056
77;2;5;2;77;77;1056
3;2;4;2;0;3;1056
4;2;8;1;0;1;1056
88;5;8;1;1;8;1056
0;1;4;2;1;8;1056
5;5;3;1;88;5;1056
5;3;2;2;1;5;1056
5;1;1;2;1;4;1056
77;1;4;1;1;6;1056
5;3;8;1;77;77;1056
10;2;2;1;5;8;1056
5;2;1;2;1;8;1056
5;2;2;2;0;0;1056
5;3;5;1;1;5;1056
5;2;3;1;0;0;1056
88;1;2;1;0;2;1056
5;1;5;1;0;0;1056
5;3;5;2;0;8;1056
5;2;3;2;0;4;1056
4;4;4;1;0;5;1056
4;3;2;1;0;0;1056
5;1;3;1;0;1;1056
5;2;5;1;0;0;1056
5;1;1;2;0;2;1056
5;1;4;2;8;7;1056
10;4;2;2;1;6;1056
5;5;1;1;1;7;1056
6;2;3;1;0;0;1056
6;4;1;1;1;8;1056
3;1;5;2;1;5;1056
0;1;4;1;0;0;1056
0;2;2;2;1;8;1056
5;2;2;2;1;7;1056
4;2;4;2;0;0;1056
10;1;3;2;1;5;1056
3;1;5;1;0;0;1056
88;8;8;1;88;88;1056
10;2;2;1;1;8;1056
77;8;8;1;77;77;1056
6;4;5;1;0;0;1056
4;2;4;1;1;1;1056
2;1;1;1;0;0;1056
5;8;2;2;1;2;1056
6;4;3;1;0;5;1056
3;2;2;2;0;0;1056
7;2;2;1;0;4;1056
5;1;3;2;0;0;1056
3;2;4;2;1;6;1056
5;4;2;1;1;5;1056
3;3;4;2;0;8;1056
4;3;5;1;1;3;1056
88;1;7;2;1;8;1056
77;7;7;2;0;77;1056
77;5;3;1;1;6;1056
77;2;3;1;0;0;1056
5;1;2;2;1;4;1056
4;1;5;2;0;1;1056
5;4;4;1;0;0;1056
5;3;3;2;1;5;1056
4;2;5;2;0;1;1056
5;1;2;2;0;0;1056
77;1;5;1;1;8;1056
8;2;4;2;0;8;1056
4;5;5;1;77;4;1056
5;1;2;2;1;8;1056
5;5;3;1;0;0;1056
3;2;3;2;8;8;1056
5;4;4;2;0;5;1056
0;1;5;2;88;88;1056
3;2;5;1;0;0;1056
10;2;4;1;1;5;1056
8;3;4;1;1;5;1056
2;4;3;1;5;9;1056
10;1;1;1;0;0;1056
8;1;8;2;1;9;1056
6;2;4;2;1;6;1056
6;2;3;1;1;7;1056
5;2;3;2;1;5;1056
7;1;4;1;0;0;1056
5;2;3;1;0;5;1056
3;2;4;2;0;4;1056
77;3;8;2;5;5;1056
4;2;4;2;0;0;1056
0;2;4;2;5;10;1056
0;2;4;1;0;5;1056
3;1;1;2;1;3;1056
5;1;1;2;2;8;1056
77;1;1;1;77;77;1056
7;2;4;1;1;6;1056
88;1;3;2;1;2;1056
5;7;3;1;1;3;1056
4;1;2;2;0;0;1056
5;8;8;1;2;5;1056
7;1;4;2;1;8;1056
3;1;4;2;0;0;1056
1;5;2;1;0;0;1056
4;5;3;1;0;3;1056
77;2;4;2;0;88;1056
3;1;3;1;77;77;1056
5;1;3;1;0;88;1056
0;5;1;2;1;10;1056
5;3;2;1;0;0;1056
77;2;3;2;88;88;1056
88;8;8;1;1;77;1056
4;3;2;2;1;8;1056
2;4;3;1;0;0;1056
0;1;5;2;77;0;1056
88;1;1;2;4;10;1056
6;1;1;1;1;5;1056
6;3;5;2;1;9;1056
5;1;2;1;0;0;1056
5;1;4;2;1;5;1056
5;1;2;2;0;2;1056
5;1;2;1;0;0;1056
5;3;5;1;0;88;1056
6;4;4;1;1;88;1056
3;1;1;2;1;4;1056
7;5;2;1;1;8;1056
5;2;2;1;1;2;1056
6;1;2;1;1;6;1056
0;1;1;1;0;5;1056
10;2;1;2;0;0;1056
5;1;1;1;5;10;1056
5;3;5;2;0;88;1056
88;1;2;2;1;5;1056
5;1;2;2;77;0;1056
77;4;1;1;0;3;1056
3;1;3;1;0;3;1056
88;5;1;2;1;10;1056
5;2;1;1;5;10;1056
5;1;1;2;0;6;1056
0;1;5;2;0;0;1056
2;2;4;1;2;7;1056
88;1;8;1;0;0;1056
10;2;4;2;1;8;1056
5;1;2;2;0;0;1056
4;1;2;1;1;4;1056
7;3;1;2;1;7;1056
7;2;4;2;1;8;1056
3;1;5;2;0;9;1056
10;2;1;1;1;9;1056
4;1;5;2;1;5;1056
6;2;2;2;0;0;1056
88;2;2;1;1;3;1056
5;1;1;2;0;0;1056
4;1;3;1;1;7;1056
7;1;1;1;1;3;1056
77;1;1;1;1;5;1056
5;1;4;2;0;0;1056
4;2;4;2;1;0;1056
2;3;3;2;0;4;1056
7;1;1;1;0;5;1056
8;1;3;1;1;2;1056
7;2;2;2;0;0;1056
4;3;3;1;1;7;1056
6;1;4;1;1;4;1056
4;2;4;1;0;2;1056
88;1;8;2;88;2;1056
5;2;2;1;0;0;1056
5;1;2;2;0;0;1056
4;2;4;1;0;2;1056
3;2;2;1;77;4;1056
6;4;2;2;1;9;1056
8;7;4;2;0;8;1056
4;5;2;2;8;8;1056
2;5;1;2;1;8;1056
0;2;4;1;0;0;1056
6;1;2;1;1;6;1056
4;2;4;1;0;7;1056
7;5;4;1;0;0;1056
5;1;2;2;5;9;1056
3;1;5;1;0;0;1056
8;2;2;2;0;0;1056
5;1;2;1;77;77;1056
6;1;1;2;1;7;1056
4;2;2;2;77;7;1056
5;4;4;1;1;4;1056
8;3;1;2;4;4;1056
6;4;3;1;8;1;1056
8;1;1;1;0;0;1056
5;2;3;1;1;3;1056
10;5;5;2;1;0;1056
2;2;5;2;1;5;1056
5;3;1;1;0;0;1056
5;1;1;1;0;2;1056
9;3;5;1;0;0;1056
8;1;1;2;1;7;1056
5;4;4;2;0;3;1056
4;1;5;2;1;7;1056
0;2;2;1;8;2;1056
2;2;3;2;0;2;1056
7;2;4;1;1;3;1056
4;1;1;2;77;77;1056
4;8;8;2;0;0;1056
77;5;5;2;0;0;1056
4;8;8;2;0;0;1056
88;4;1;1;2;7;1056
8;1;3;1;0;77;1056
4;2;2;1;0;0;1056
2;3;2;1;77;5;1056
4;1;4;2;77;7;1056
5;2;4;1;1;8;1056
3;1;3;1;0;2;1056
4;4;2;1;8;4;1056
4;1;1;1;0;4;1056
2;1;3;1;0;6;1056
7;2;4;2;1;7;1056
8;5;5;1;2;5;1056
7;2;2;1;1;6;1056
5;2;2;1;5;5;1056
3;2;3;1;8;4;1056
5;1;2;2;88;5;1056
7;2;5;2;0;1;1056
88;8;8;2;77;77;1056
5;2;2;2;0;0;1056
0;1;2;2;2;8;1056
6;1;2;1;1;8;1056
5;4;2;2;1;4;1056
77;1;8;1;1;2;1056
10;2;2;2;1;0;1056
5;1;1;1;0;5;1056
1;2;2;2;0;88;1056
5;5;7;2;0;0;1056
7;5;5;2;1;5;1056
5;1;4;2;1;8;1056
5;3;3;2;1;7;1056
77;8;5;1;2;77;1056
6;1;1;2;0;0;1056
2;1;1;1;0;0;1056
5;1;1;2;1;6;1056
4;1;1;1;0;0;1056
88;1;3;2;0;0;1056
5;2;5;1;0;0;1056
7;4;4;1;1;6;1056
0;2;2;2;1;6;1056
10;1;8;2;0;0;1056
77;3;4;2;0;2;1056
4;4;2;2;0;10;1056
88;2;2;2;1;9;1056
5;5;3;1;0;0;1056
7;2;4;1;0;3;1056
4;2;4;2;1;2;1056
8;2;5;2;0;8;1056
2;2;2;2;1;4;1056
8;7;4;1;1;8;1056
6;2;1;2;0;5;1056
3;4;7;1;0;4;1056
77;2;2;1;0;1;1056
3;1;3;2;1;9;1056
8;4;5;2;0;2;1056
5;5;8;1;0;0;1056
88;3;2;1;0;0;1056
77;1;5;1;88;77;1056
6;4;2;2;0;0;1056
10;2;8;2;1;10;1056
2;2;1;1;0;3;1056
5;1;4;1;0;0;1056
77;8;5;1;1;77;1056
3;1;5;2;0;1;1056
5;2;1;1;0;5;1056
6;8;1;1;0;5;1056
88;3;4;2;0;4;1056
3;2;5;1;0;0;1056
8;2;4;2;1;8;1056
88;2;2;2;2;10;1056
5;2;4;1;0;10;1056
7;1;5;1;0;9;1056
7;2;4;2;0;0;1056
5;1;1;1;3;5;1056
4;4;2;1;0;0;1056
7;1;2;2;1;8;1056
3;2;3;1;0;0;1056
2;1;5;2;1;7;1056
10;1;3;2;0;0;1056
4;2;2;1;77;4;1056
77;1;5;2;0;0;1056
5;1;5;2;1;4;1056
5;1;1;1;88;4;1056
5;2;2;1;5;10;1056
88;3;4;1;88;88;1056
88;4;5;2;1;10;1056
6;1;2;1;0;0;1056
3;1;5;1;0;0;1056
5;4;2;1;0;5;1056
8;4;4;1;1;6;1056
6;2;4;2;1;6;1056
5;4;4;1;2;5;1056
7;1;3;2;1;7;1056
2;3;4;1;77;4;1056
10;2;2;2;1;10;1056
5;1;5;2;1;5;1056
4;1;1;1;0;0;1056
3;3;3;1;0;2;1056
3;1;5;2;0;3;1056
5;8;2;2;1;10;1056
5;2;1;2;77;7;1056
5;5;1;2;1;10;1056
6;2;2;1;0;2;1056
5;2;2;1;77;77;1056
8;2;2;2;1;6;1056
0;1;5;2;0;0;1056
8;4;2;2;1;9;1056
5;1;1;2;0;5;1056
5;1;2;2;0;0;1056
77;2;3;1;1;5;1056
4;2;2;1;0;3;1056
2;2;2;1;1;7;1056
5;2;3;1;0;0;1056
7;1;1;2;0;4;1056
6;3;3;2;0;7;1056
7;2;5;2;1;7;1056
5;2;2;2;0;3;1056
4;1;5;1;1;5;1056
6;1;5;2;1;7;1056
7;2;4;1;1;8;1056
5;1;2;1;1;5;1056
3;2;4;2;0;6;1056
10;1;2;2;1;7;1056
9;1;5;1;1;3;1056
4;2;4;1;0;0;1056
5;1;3;2;2;4;1056
77;1;1;2;0;0;1056
5;2;4;1;5;10;1056
6;1;1;1;0;0;1056
0;1;1;2;1;0;1056
0;1;5;1;1;5;1056
3;4;3;1;8;1;1056
10;1;5;2;1;5;1056
7;1;5;1;1;6;1056
5;2;3;2;0;0;1056
6;2;2;2;0;0;1056
88;2;2;1;2;7;1056
1;1;3;1;1;3;1056
8;4;4;1;0;0;1056
88;1;2;1;0;2;1056
6;1;5;2;2;1;1056
4;2;5;2;1;2;1056
7;2;5;1;0;0;1056
5;2;3;2;1;5;1056
0;4;2;1;1;8;1056
5;1;4;2;1;10;1056
5;1;3;1;1;2;1056
6;2;4;1;0;3;1056
5;1;1;1;0;0;1056
6;1;4;1;1;3;1056
2;3;1;1;0;0;1056
6;2;2;2;77;77;1056
5;4;4;2;2;3;1056
4;1;2;2;0;0;1056
3;1;4;1;0;1;1056
8;1;5;1;8;0;1056
5;1;5;2;1;5;1056
10;8;4;2;0;0;1056
88;1;5;2;1;6;1056
5;4;3;1;0;4;1056
1;2;2;1;1;3;1056
5;2;2;1;77;77;1056
3;1;4;1;0;0;1056
77;2;1;2;2;8;1056
4;1;8;1;1;6;1056
2;2;4;2;1;2;1056
2;2;4;1;0;0;1056
0;1;1;1;0;0;1056
9;1;3;2;0;0;1056
5;2;2;2;5;7;1056
5;2;3;1;0;2;1056
5;2;2;1;1;3;1056
4;2;2;1;0;4;1056
6;1;5;2;1;4;1056
5;2;2;2;1;5;1056
8;2;2;1;1;4;1056
5;4;2;1;77;77;1056
4;1;5;2;4;0;1056
5;1;1;2;1;6;1056
5;2;2;2;0;2;1056
0;1;3;2;0;0;1056
4;3;1;2;0;4;1056
77;2;1;1;0;1;1056
8;2;2;2;1;2;1056
77;2;4;1;0;7;1056
5;1;1;2;1;10;1056
4;1;4;1;0;0;1056
4;1;2;1;5;8;1056
5;2;2;2;1;7;1056
88;2;2;1;8;7;1056
0;1;1;1;5;7;1056
4;3;2;1;0;0;1056
0;3;1;2;0;0;1056
5;3;4;1;0;3;1056
7;1;1;1;0;2;1056
77;4;4;1;0;0;1056
88;4;2;2;1;6;1056
5;2;2;2;0;5;1056
7;4;2;2;1;9;1056
9;2;1;1;0;0;1056
10;5;8;2;77;77;1056
5;2;4;2;1;8;1056
5;2;3;1;3;4;1056
5;1;5;1;0;0;1056
2;1;2;2;1;10;1056
5;3;2;2;0;88;1056
0;1;5;1;0;0;1056
8;4;3;2;1;7;1056
4;2;2;1;0;0;1056
5;3;1;1;0;0;1056
5;8;8;2;5;9;1056
4;2;5;2;1;6;1056
8;1;5;1;1;6;1056
4;5;5;1;5;4;1056
4;2;2;1;0;5;1056
5;2;4;2;88;4;1056
3;1;4;1;0;0;1056
3;3;3;1;8;5;1056
5;1;5;1;0;9;1056
3;5;3;1;2;2;1056
6;2;2;1;1;8;1056
5;1;8;1;0;5;1056
0;1;4;1;1;1;1056
4;3;3;2;1;5;1056
88;1;2;2;1;10;1056
5;4;4;2;0;0;1056
0;1;1;2;1;5;1056
5;1;4;2;0;8;1056
2;1;4;2;0;0;1056
2;1;4;2;5;9;1056
7;1;4;2;1;4;1056
5;2;2;1;0;0;1056
4;2;2;2;1;4;1056
7;2;4;2;1;7;1056
7;2;4;1;1;6;1056
77;1;3;2;1;6;1056
6;4;5;2;0;4;1056
10;1;2;1;0;0;1056
5;2;2;2;1;8;1056
5;2;4;2;1;5;1056
7;2;2;1;1;1;1056
7;2;2;2;1;5;1056
2;1;5;2;0;0;1056
8;2;4;1;1;5;1056
8;2;2;2;0;2;1056
8;1;8;1;1;6;1056
5;2;4;1;0;8;1056
1;4;2;1;0;4;1056
88;8;8;1;1;5;1056
10;1;1;1;0;0;1056
88;2;4;2;1;5;1056
5;2;2;1;0;0;1056
4;1;1;2;1;3;1056
5;2;1;2;88;77;1056
5;3;1;2;0;0;1056
3;3;3;1;1;3;1056
7;2;2;2;1;6;1056
5;1;3;2;1;5;1056
3;3;2;1;0;0;1056
0;2;5;2;0;2;1056
2;2;1;1;88;10;1056
7;1;5;2;0;4;1056
3;3;7;1;77;4;1056
0;5;2;2;1;0;1056
5;5;1;1;5;7;1056
5;2;5;1;1;8;1056
9;1;4;2;0;0;1056
5;3;4;1;0;4;1056
88;3;1;2;5;10;1056
6;1;4;1;1;4;1056
6;2;4;1;1;5;1056
2;2;3;1;77;4;1056
8;4;2;1;0;7;1056
0;1;5;2;0;0;1056
5;1;4;2;1;8;1056
5;2;2;1;0;2;1056
0;2;2;2;1;5;1056
2;2;5;2;0;3;1056
10;3;2;2;1;3;1056
88;1;5;2;0;0;1056
88;8;8;2;1;9;1056
6;2;2;2;1;4;1056
3;1;3;2;1;3;1056
10;3;2;2;0;0;1056
4;1;1;2;1;4;1056
88;1;1;2;88;10;1056
9;2;2;2;5;8;1056
9;1;5;2;1;7;1056
4;4;2;1;0;77;1056
5;8;5;1;0;5;1056
6;2;2;2;0;0;1056
5;1;5;2;1;10;1056
7;2;3;1;1;5;1056
5;3;1;1;5;7;1056
0;2;4;2;0;0;1056
88;1;3;2;77;77;1056
9;1;5;2;1;3;1056
8;3;2;1;1;8;1056
6;7;7;2;1;7;1056
88;2;2;2;5;10;1056
4;2;4;1;0;0;1056
0;2;1;1;0;0;1056
8;2;4;1;0;0;1056
9;1;1;2;0;0;1056
5;4;3;1;0;2;1056
3;1;5;1;0;0;1056
5;2;2;1;0;0;1056
8;4;3;1;5;8;1056
7;1;3;2;0;2;1056
77;2;3;2;77;2;1056
5;2;3;2;0;5;1056
5;4;8;1;0;0;1056
7;2;4;1;1;0;1056
4;1;5;2;1;8;1056
5;1;4;1;0;0;1056
0;1;1;2;0;10;1056
88;2;1;2;1;9;1056
7;2;5;1;8;5;1056
2;1;2;1;1;2;1056
4;1;5;2;0;0;1056
0;1;5;2;0;0;1056
2;4;3;1;77;4;1056
5;1;2;1;1;10;1056
77;1;1;2;1;5;1056
88;2;2;2;2;6;1056
7;3;2;2;1;8;1056
8;7;4;2;0;0;1056
5;3;1;1;0;4;1056
77;3;5;1;0;0;1056
4;3;2;2;5;10;1056
1;5;3;1;1;4;1056
4;1;3;1;1;2;1056
